zip_code,land_use,count,date,permit_type
77011,Single Family Residential (Shared Driveways),1,8/22/2019,Residential
77336,Commercial,1,8/22/2019,Commercial
77004,Unrestricted Intended for Multifamily,1,8/22/2019,Unrestricted
77070,General Plan,1,8/22/2019,Other
77406,General Plan,1,8/22/2019,Other
77020,Single Family Residential (Public Street),1,8/22/2019,Residential
77493,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77406,Single Family Residential (Public Street),1,8/22/2019,Residential
77009,Single Family Residential (Public Street),1,8/22/2019,Residential
77044,Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77449,Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77449,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77080,Unrestricted Intended for Multifamily,1,8/22/2019,Unrestricted
77021,Single Family Residential (Public Street),1,8/22/2019,Residential
77429,Commercial,1,8/22/2019,Commercial
77406,Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77406,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77449,Single Family Residential (Public Street),1,8/22/2019,Residential
77055,Single Family Residential (Public Street),1,8/22/2019,Residential
77022,Single Family Residential (Public Street); Other,1,8/22/2019,Residential
77377,Single Family Residential (Public Street),1,8/22/2019,Residential
77021,Single Family Residential (Public Street),1,8/22/2019,Residential
77098,Unrestricted,1,8/22/2019,Unrestricted
77493,Drainage or Detention; Single Family Residential (Public Street),1,8/22/2019,Residential
77039,Commercial,1,8/22/2019,Commercial
77357,Lift Station,1,8/22/2019,Other
77020,Single Family Residential (Public Street),1,8/22/2019,Residential
77020,Single Family Residential (Public Street),1,8/22/2019,Residential
77354,Drainage or Detention,1,8/22/2019,Other
77091,Residential Guest Parking; Single Family Residential (Shared Driveways),1,8/22/2019,Residential
77009,Single Family Residential (Public Street),1,8/22/2019,Residential
77018,Unrestricted,1,8/22/2019,Unrestricted
77447,Unrestricted,1,8/22/2019,Unrestricted
77044,Landscape or Open Space; Street Dedication,1,8/22/2019,Other
77003,Single Family Residential (Public Street),1,8/22/2019,Residential
77015,Unrestricted,1,8/22/2019,Unrestricted
77049,Unrestricted,1,8/22/2019,Unrestricted
77493,Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77493,Street Dedication,1,8/22/2019,Other
77003,Unrestricted,1,8/22/2019,Unrestricted
77493,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77379,Single Family Residential (Public Street),1,8/22/2019,Residential
77034,Unrestricted; Commercial,1,8/22/2019,Unrestricted
77085,Unrestricted,1,8/22/2019,Unrestricted
77057,Commercial,1,8/22/2019,Commercial
77373,Unrestricted,1,8/22/2019,Unrestricted
77027,Unrestricted,1,8/22/2019,Unrestricted
77027,Unrestricted,1,8/22/2019,Unrestricted
77447,Single Family Residential (Public Street),1,8/22/2019,Residential
77048,Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77033,Single Family Residential (Public Street),1,8/22/2019,Residential
77379,Unrestricted,1,8/22/2019,Unrestricted
77498,Commercial,1,8/22/2019,Commercial
77433,Single Family Residential (Public Street),1,8/22/2019,Residential
77020,Unrestricted,1,8/22/2019,Unrestricted
77015,Single Family Residential (Public Street),1,8/22/2019,Residential
77336,"Compensating Open Space; Drainage or Detention; Recreation; Water Treatment, Production or Repressurization",1,8/22/2019,Other
77375,Unrestricted,1,8/22/2019,Unrestricted
77375,General Plan,1,8/22/2019,Other
77008,Unrestricted,1,8/22/2019,Unrestricted
77008,Single Family Residential (Public Street),1,8/22/2019,Residential
77066,Unrestricted,1,8/22/2019,Unrestricted
77027,Unrestricted,1,8/22/2019,Unrestricted
77096,Single Family Residential (Public Street),1,8/22/2019,Residential
77087,Unrestricted,1,8/22/2019,Unrestricted
77007,Single Family Residential (Public Street),1,8/22/2019,Residential
77336,Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77336,Landscape or Open Space; Single Family Residential (Public Street),1,8/22/2019,Residential
77095,Unrestricted,1,8/22/2019,Unrestricted
77007,Residential Guest Parking; Single Family Residential (Shared Driveways),1,8/8/2019,Residential
77449,Single Family Residential (Public Street),1,8/8/2019,Residential
77011,Single Family Residential (Public Street),1,8/8/2019,Residential
77346,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77396,Drainage or Detention; Landscape or Open Space,1,8/8/2019,Other
77447,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,8/8/2019,Residential
77447,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77447,"Water Treatment, Production or Repressurization",1,8/8/2019,Other
77407,Unrestricted,1,8/8/2019,Unrestricted
77396,General Plan,1,8/8/2019,Other
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77386,Unrestricted,1,8/8/2019,Unrestricted
77088,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,8/8/2019,Residential
77373,Street Dedication,1,8/8/2019,Other
77099,Commercial,1,8/8/2019,Commercial
77375,General Plan,1,8/8/2019,Other
77375,Compensating Open Space; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,8/8/2019,Residential
77043,Unrestricted,1,8/8/2019,Unrestricted
77433,Street Dedication,1,8/8/2019,Other
77433,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77433,Street Dedication,1,8/8/2019,Other
77051,Unrestricted,1,8/8/2019,Unrestricted
77066,General Plan,1,8/8/2019,Other
77079,"Water Treatment, Production or Repressurization",1,8/8/2019,Other
77055,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,8/8/2019,Residential
77051,Unrestricted,1,8/8/2019,Unrestricted
77406,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77095,Unrestricted,1,8/8/2019,Unrestricted
77379,Unrestricted,1,8/8/2019,Unrestricted
77379,Unrestricted,1,8/8/2019,Unrestricted
77084,Commercial; Drainage or Detention; Street Dedication,1,8/8/2019,Commercial
77373,"Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,8/8/2019,Residential
77060,Single Family Residential (PAE 1/PAE 2),1,8/8/2019,Residential
77088,Single Family Residential (Public Street),1,8/8/2019,Residential
77059,Single Family Residential (PAE 1/PAE 2),1,8/8/2019,Residential
77447,Single Family Residential (Public Street),1,8/8/2019,Residential
77447,Unrestricted,1,8/8/2019,Unrestricted
77007,Single Family Residential (Public Street),1,8/8/2019,Residential
77048,Unrestricted,1,8/8/2019,Unrestricted
77346,Unrestricted,1,8/8/2019,Unrestricted
77002,Unrestricted,1,8/8/2019,Unrestricted
77007,Commercial,1,8/8/2019,Commercial
77407,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77336,Drainage or Detention; Recreation; Single Family Residential (Shared Driveways),1,8/8/2019,Residential
77044,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77346,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77017,Unrestricted Intended for Multifamily,1,8/8/2019,Unrestricted
77373,Single Family Residential (Public Street),1,8/8/2019,Residential
77073,Unrestricted,1,8/8/2019,Unrestricted
77023,Unrestricted,1,8/8/2019,Unrestricted
77449,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (Public Street),1,8/8/2019,Residential
77048,Unrestricted,1,8/8/2019,Unrestricted
77043,Unrestricted,1,8/8/2019,Unrestricted
77365,"Church, School and Institutional",1,8/8/2019,Other
77049,Unrestricted,1,8/8/2019,Unrestricted
77049,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77066,Commercial,1,8/8/2019,Commercial
77377,General Plan,1,8/8/2019,Other
77020,Single Family Residential (Public Street),1,8/8/2019,Residential
77406,Single Family Residential (Public Street),1,8/8/2019,Residential
77084,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77009,Single Family Residential (Public Street),1,8/8/2019,Residential
77493,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77007,Single Family Residential (Public Street),1,8/8/2019,Residential
77406,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77449,Single Family Residential (Public Street),1,8/8/2019,Residential
77078,Unrestricted,1,8/8/2019,Unrestricted
77484,Single Family Residential (Public Street),1,8/8/2019,Residential
77377,Single Family Residential (Public Street),1,8/8/2019,Residential
77009,Single Family Residential (Public Street); Single Family Residential (Shared Driveways),1,8/8/2019,Residential
77018,Single Family Residential (PAE 1/PAE 2),1,8/8/2019,Residential
77009,Single Family Residential (Public Street),1,8/8/2019,Residential
77493,Drainage or Detention; Single Family Residential (Public Street),1,8/8/2019,Residential
77357,Lift Station,1,8/8/2019,Other
77389,Unrestricted,1,8/8/2019,Unrestricted
77354,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77091,Residential Guest Parking; Single Family Residential (Shared Driveways),1,8/8/2019,Residential
77009,Single Family Residential (Public Street),1,8/8/2019,Residential
77021,Single Family Residential (Shared Driveways),1,8/8/2019,Residential
77022,Residential Guest Parking; Single Family Residential (Shared Driveways),1,8/8/2019,Residential
77015,Unrestricted,1,8/8/2019,Unrestricted
77038,Drainage or Detention,1,8/8/2019,Other
77038,Drainage or Detention; Other,1,8/8/2019,Other
77017,Unrestricted,1,8/8/2019,Unrestricted
77006,Unrestricted,1,8/8/2019,Unrestricted
77003,Unrestricted,1,8/8/2019,Unrestricted
77073,Unrestricted,1,8/8/2019,Unrestricted
77493,General Plan,1,8/8/2019,Other
77493,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77016,Single Family Residential (Public Street),1,8/8/2019,Residential
77379,Single Family Residential (Public Street),1,8/8/2019,Residential
77433,Unrestricted; Single Family Residential (PAE 1/PAE 2),1,8/8/2019,Residential
77373,Unrestricted,1,8/8/2019,Unrestricted
77027,Unrestricted,1,8/8/2019,Unrestricted
77027,Unrestricted,1,8/8/2019,Unrestricted
77022,Single Family Residential (Public Street),1,8/8/2019,Residential
77493,Unrestricted,1,8/8/2019,Unrestricted
77365,Unrestricted,1,8/8/2019,Unrestricted
77008,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,8/8/2019,Residential
77048,Unrestricted,1,8/8/2019,Unrestricted
77007,Unrestricted,1,8/8/2019,Unrestricted
77043,Unrestricted,1,8/8/2019,Unrestricted
77379,Unrestricted,1,8/8/2019,Unrestricted
77377,Commercial,1,8/8/2019,Commercial
77091,Unrestricted,1,8/8/2019,Unrestricted
77026,Single Family Residential (Shared Driveways),1,8/8/2019,Residential
77007,Single Family Residential (Public Street),1,8/8/2019,Residential
77015,General Plan,1,8/8/2019,Other
77498,Commercial,1,8/8/2019,Commercial
77493,Unrestricted,1,8/8/2019,Unrestricted
77429,Unrestricted,1,8/8/2019,Unrestricted
77433,Single Family Residential (Public Street),1,8/8/2019,Residential
77008,Unrestricted Intended for Multifamily,1,8/8/2019,Unrestricted
77048,Unrestricted,1,8/8/2019,Unrestricted
77020,Unrestricted,1,8/8/2019,Unrestricted
77020,Unrestricted,1,8/8/2019,Unrestricted
77020,Unrestricted,1,8/8/2019,Unrestricted
77002,Unrestricted,1,8/8/2019,Unrestricted
77086,Commercial,1,8/8/2019,Commercial
77083,Unrestricted,1,8/8/2019,Unrestricted
77070,Unrestricted,1,8/8/2019,Unrestricted
77336,"Compensating Open Space; Drainage or Detention; Recreation; Water Treatment, Production or Repressurization",1,8/8/2019,Other
77082,"Water Treatment, Production or Repressurization",1,8/8/2019,Other
77379,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,8/8/2019,Residential
77377,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,8/8/2019,Residential
77377,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,8/8/2019,Residential
77447,Landscape or Open Space; Single Family Residential (Public Street),1,8/8/2019,Residential
77087,Unrestricted,1,8/8/2019,Unrestricted
77007,Single Family Residential (Public Street),1,8/8/2019,Residential
77396,"Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,4/25/2019,Residential
77034,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/25/2019,Residential
77004,Single Family Residential (Public Street),1,4/25/2019,Residential
77009,Single Family Residential (Public Street),1,4/25/2019,Residential
77054,Single Family Residential (PAE 1/PAE 2),1,4/25/2019,Residential
77018,Single Family Residential (Shared Driveways),1,4/25/2019,Residential
77044,Commercial,1,4/25/2019,Commercial
